source_dataset,pid,name,noneng-name,owner,areas,subnat,status,capacity,primprod,secprod,feedstock,latitude,longitude,url,areas-subnat-sat-display,capacity-details,capacity-table,coordinate-accuracy,coordinates,country-to-check,feedacc,iso3-code,municipality,name-search,other-plant-names-(english),other-plant-names-(other-language),owner-gem-id,owner-search,owners-noneng,region,scaling-capacity,sfid,status-legend,tracker-acro,tracker-custom,units-of-m
chemicals,P100000140123,Zhongke Guangdong Refining and Chemical Plant,中科（广东）炼化有限公司 (Chinese),Zhongke Guangdong Refining and Chemical Co Ltd [100%],China;,Guangdong,operating,30.0,ethylene; butadiene; aromatics (unknown type),polypropylene,crude oil; natural gas,21.044987, 110.460462,https://gem.wiki/Zhongke_Guangdong_Refining_and_Chemical_Plant,"Guangdong, China",30.0,30.0,exact,"21.044987, 110.460462",['China'],exact,CHN,Zhanjiang,Zhongke Guangdong Refining and Chemical Plant,,,E100002018450 [100%],Zhongke Guangdong Refining and Chemical Co Ltd [100%],中科（广东）炼化有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0017,operating,GChI,GChI,n/a
chemicals,P100000140125,Zhuhai Changlian Petrochemical Plant,珠海长炼石化设备有限公司 (Chinese),Zhuhai Changlian Petrochemical Equipment Co Ltd [100%],China;,Guangdong,operating,30.0,benzene; toluene; xylene,isopentane; n-pentane; cyclopentane; isohexane; n-hexane; heptane; liquefied petroleum gas (LPG); cyclohexane; methylcyclohexane; petroleum ether,,21.972786, 113.213901,https://gem.wiki/Zhuhai_Changlian_Petrochemical_Plant,"Guangdong, China",30.0,30.0,exact,"21.972786, 113.213901",['China'],,CHN,Zhuhai,Zhuhai Changlian Petrochemical Plant,,,E100002018451 [100%],Zhuhai Changlian Petrochemical Equipment Co Ltd [100%],珠海长炼石化设备有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140126,Sinopec Beihai Refining and Chemical Plant,中国石化北海炼化有限责任公司 (Chinese),Sinopec Beihai Refining & Chemical Co Ltd [100%],China;,Guangxi,operating,30.0,benzene; xylene,polypropylene,crude oil,21.500229, 109.526049,https://gem.wiki/Sinopec_Beihai_Refining_and_Chemical_Plant,"Guangxi, China",30.0,30.0,exact,"21.500229, 109.526049",['China'],exact,CHN,Beihai,Sinopec Beihai Refining and Chemical Plant,,,E100002018343 [100%],Sinopec Beihai Refining & Chemical Co Ltd [100%],中国石化北海炼化有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140127,Guangxi Huayi New Materials Ammonia Plant,广西华谊新材料有限公司 一期 (Chinese),Guangxi Huayi New Materials Co Ltd [100%],China;,Guangxi,operating,30.0,ammonia,,coal,21.737223, 108.603131,https://gem.wiki/Guangxi_Huayi_New_Materials_Ammonia_Plant,"Guangxi, China",30.0,30.0,approximate,"21.737223, 108.603131",['China'],exact,CHN,Qinzhou,Guangxi Huayi New Materials Ammonia Plant,,,E100002017980 [100%],Guangxi Huayi New Materials Co Ltd [100%],广西华谊新材料有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140128,Guangxi Hongkun New Materials Technology Chemical Plant,广西自贸区宏坤新材料科技有限公司 (Chinese),Guangxi Free Trade Zone Hongkun New Materials Technology Co Ltd [100%],China;,Guangxi,operating,30.0,benzene; toluene,,reformate,21.746864,108.629765,https://gem.wiki/Guangxi_Hongkun_New_Materials_Technology_Chemical_Plant,"Guangxi, China",30.0,30.0,exact,"21.746864,108.629765",['China'],exact,CHN,Qinzhou,Guangxi Hongkun New Materials Technology Chemical Plant,,,E100002017979 [100%],Guangxi Free Trade Zone Hongkun New Materials Technology Co Ltd [100%],广西自贸区宏坤新材料科技有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140129,PetroChina Guangxi Petrochemical Plant,广西石化炼化一体化项目（中国石油天然气股份有限公司广西石化分公司） (Chinese),PetroChina Guangxi Petrochemical Company [100%],China;,Guangxi,operating,30.0,ethylene; butadiene; xylene,polypropylene,crude oil,21.728571, 108.586390,https://gem.wiki/PetroChina_Guangxi_Petrochemical_Plant,"Guangxi, China",30.0,30.0,exact,"21.728571, 108.586390",['China'],exact,CHN,Qinzhou,PetroChina Guangxi Petrochemical Plant,,,E100002018226 [100%],PetroChina Guangxi Petrochemical Company [100%],中国石油天然气股份有限公司广西石化分公司 (Chinese),Asia Pacific,30.0,GEPDCHN0019,operating,GChI,GChI,n/a
chemicals,P100000140131,Sinopec Great Wall Guizhou Methanol Plant,中国石化长城能源化工(贵州)有限公司100万吨/年甲醇项目 (Chinese),Sinopec Great Wall Energy & Chemicals (Guizhou) Co [100%],China;,Guizhou,operating,30.0,methanol,,coal,26.664339, 105.774833,https://gem.wiki/Sinopec_Great_Wall_Guizhou_Methanol_Plant,"Guizhou, China",30.0,30.0,approximate,"26.664339, 105.774833",['China'],exact,CHN,Bijie,Sinopec Great Wall Guizhou Methanol Plant,,,E100000121915 [100%],Sinopec Great Wall Energy & Chemicals (Guizhou) Co [100%],中国石化长城能源化工(贵州)有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140134,Guizhou Phosphate Chemical Plant,贵州磷化集团 (Chinese),Guizhou Phosphate Chemical Group [100%],China;,Guizhou,operating,30.0,ammonia,,,26.567214, 106.722483,https://gem.wiki/Guizhou_Phosphate_Chemical_Plant,"Guizhou, China",30.0,30.0,exact,"26.567214, 106.722483",['China'],,CHN,Guiyang,Guizhou Phosphate Chemical Plant,,,E100002017983 [100%],Guizhou Phosphate Chemical Group [100%],贵州磷化集团 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140137,Guizhou Chitianhua Chemical Plant,贵州赤天化股份有限公司 (Chinese),Guizhou Chitianhua Co Ltd [100%],China;,Guizhou,operating,30.0,ammonia,,coal,26.670997, 106.764184,https://gem.wiki/Guizhou_Chitianhua_Chemical_Plant,"Guizhou, China",30.0,30.0,exact,"26.670997, 106.764184",['China'],exact,CHN,Guiyang,Guizhou Chitianhua Chemical Plant,,,E100002017981 [100%],Guizhou Chitianhua Co Ltd [100%],贵州赤天化股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140135,Guizhou Tixin Industrial Coke Project,贵州骐信实业焦炭项目 (Chinese),Guizhou Tixin Industrial Coke Project [100%],China;,Guizhou,operating,30.0,ammonia; benzene,,coal,27.082581, 107.440216,https://gem.wiki/Guizhou_Tixin_Industrial_Coke_Project,"Guizhou, China",30.0,30.0,exact,"27.082581, 107.440216",['China'],exact,CHN,Qian Buyei and Miao Autonomous Prefecture,Guizhou Tixin Industrial Coke Project,,,E100002017984 [100%],Guizhou Tixin Industrial Coke Project [100%],贵州骐信实业有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140136,Guizhou Kaifeng Xifeng Synthetic Ammonia Plant,贵州开磷息烽合成氨有限责任公司 (Chinese),Guizhou Kaifeng Xifeng Synthetic Ammonia Co [100%],China;,Guizhou,operating,30.0,ammonia,,coal,27.183308,106.716897,https://gem.wiki/Guizhou_Kaifeng_Xifeng_Synthetic_Ammonia_Plant,"Guizhou, China",30.0,30.0,exact,"27.183308,106.716897",['China'],exact,CHN,Xifeng,Guizhou Kaifeng Xifeng Synthetic Ammonia Plant,,,E100002017982 [100%],Guizhou Kaifeng Xifeng Synthetic Ammonia Co [100%],贵州开磷息烽合成氨有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140138,Sinopec Hai Refining and Chemical Plant,中国石化海南炼油化工有限公司 (Chinese),Sinopec Hai Refining & Chemical Co Ltd [100%],China;,Hai,operating,30.0,benzene; xylene,polypropylene; styrene,crude oil,19.772124, 109.212634,https://gem.wiki/Sinopec_Hai_Refining_and_Chemical_Plant,"Hai, China",30.0,30.0,exact,"19.772124, 109.212634",['China'],exact,CHN,Danzhou,Sinopec Hai Refining and Chemical Plant,,,E100002018348 [100%],Sinopec Hai Refining & Chemical Co Ltd [100%],中国石化海南炼油化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140139,Sinopec Hai Refinery,中国石化海南炼油化工有限公司 (Chinese),Sinopec Hai Petrochemical Co Ltd [100%],China;,Hai,operating,30.0,ethylene; benzene; xylene,polypropylene; styrene,,19.762221, 109.179608,https://gem.wiki/Sinopec_Hai_Refinery,"Hai, China",30.0,30.0,exact,"19.762221, 109.179608",['China'],,CHN,Danzhou,Sinopec Hai Refinery,,,E100002018347 [100%],Sinopec Hai Petrochemical Co Ltd [100%],中国石化海南炼油化工有限公司 (Chinese),Asia Pacific,30.0,GEPDCHN0020,operating,GChI,GChI,n/a
chemicals,P100000140140,Hai Fudao Dongfang Ammonia Plant,东方1—1天然气田及海洋天然气化肥项目 (Chinese),Hai Fudao Chemical Industry Co [100%],China;,Hai,operating,30.0,ammonia,urea,natural gas,19.062352, 108.641399,https://gem.wiki/Hai_Fudao_Dongfang_Ammonia_Plant,"Hai, China",30.0,30.0,approximate,"19.062352, 108.641399",['China'],exact,CHN,Dongfang,Hai Fudao Dongfang Ammonia Plant,,,E100002017992 [100%],Hai Fudao Chemical Industry Co [100%],东方市海南富岛化学工业公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140141,CNOOC Dongfang Petrochemical Hai Refinery,中海油东方石化有限责任公司 (Chinese),China National Offshore Oil Corporation [100%],China;,Hai,operating,30.0,ammonia,,crude oil,19.432349, 108.694651,https://gem.wiki/CNOOC_Dongfang_Petrochemical_Hai_Refinery,"Hai, China",30.0,30.0,exact,"19.432349, 108.694651",['China'],exact,CHN,Dongfang,CNOOC Dongfang Petrochemical Hai Refinery,,,E100000000172 [100%],China National Offshore Oil Corporation [100%],中海油东方石化有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140142,CNOOC Dongfang Ammonia Plant,中海石油化学股份有限公司 (Chinese),China National Offshore Oil Corporation [100%],China;,Hai,operating,30.0,ammonia,urea,natural gas,19.063741, 108.640288,https://gem.wiki/CNOOC_Dongfang_Ammonia_Plant,"Hai, China",30.0,30.0,exact,"19.063741, 108.640288",['China'],exact,CHN,Dongfang,CNOOC Dongfang Ammonia Plant,,,E100000000172 [100%],China National Offshore Oil Corporation [100%],中国海洋石油集团 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140143,Baoding Hongda Organic Chemical Plant,保定市宏达有机化工厂 (Chinese),Baoding Hongda Organic Chemical Factory [100%],China;,Hebei,operating,30.0,benzene; toluene,,,39.006879, 116.112380,https://gem.wiki/Baoding_Hongda_Organic_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"39.006879, 116.112380",['China'],,CHN,Baoding,Baoding Hongda Organic Chemical Plant,,,E100002017892 [100%],Baoding Hongda Organic Chemical Factory [100%],保定市宏达有机化工厂 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140145,Hebei Dongguang Cangzhou Ammonia Plant,河北省东光化工有限责任公司 (Chinese),Hebei Dongguang Chemical Co Ltd [100%],China;,Hebei,operating,30.0,ammonia,urea,,37.877088, 116.571576,https://gem.wiki/Hebei_Dongguang_Cangzhou_Ammonia_Plant,"Hebei, China",30.0,30.0,exact,"37.877088, 116.571576",['China'],,CHN,Cangzhou,Hebei Dongguang Cangzhou Ammonia Plant,,,E100002018004 [100%],Hebei Dongguang Chemical Co Ltd [100%],河北省东光化工有限责任公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140146,PetroChina Huabei Renqiu Chemical Plant,中国石油天然气股份有限公司华北石化分公司 (Chinese),PetroChina Huabei Renqiu Branch [100%],China;,Hebei,operating,30.0,benzene; toluene; ammonia,,crude oil,38.763307, 116.114681,https://gem.wiki/PetroChina_Huabei_Renqiu_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"38.763307, 116.114681",['China'],exact,CHN,Cangzhou,PetroChina Huabei Renqiu Chemical Plant,,,E100002018228 [100%],PetroChina Huabei Renqiu Branch [100%],中国石油天然气股份有限公司华北石化分公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140147,Shengteng Technology Chemical Plant,盛腾科技有限公司 (Chinese),Shengteng Technology Co Ltd [100%],China;,Hebei,operating,30.0,benzene; toluene; xylene; ammonia,hydrogen; liquefied natural gas (LNG); maleic anhydride; polystyrene; styrene,light oil,38.772863,116.137449,https://gem.wiki/Shengteng_Technology_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"38.772863,116.137449",['China'],exact,CHN,Cangzhou,Shengteng Technology Chemical Plant,,,E100002018326 [100%],Shengteng Technology Co Ltd [100%],盛腾科技有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140149,Cangzhou Dahua Juhai Chemical Plant,沧州大化股份有限公司聚海分公司 (Chinese),Cangzhou Dahua Co [100%],China;,Hebei,operating,30.0,xylene,,,38.350097, 117.614766,https://gem.wiki/Cangzhou_Dahua_Juhai_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"38.350097, 117.614766",['China'],,CHN,Cangzhou,Cangzhou Dahua Juhai Chemical Plant,,,E100002017918 [100%],Cangzhou Dahua Co [100%],沧州大化股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140150,Handan Yulong Chemical Plant,邯郸市裕隆化工有限公司 (Chinese),Handan Yulong Chemical Co [100%],China;,Hebei,operating,30.0,benzene; toluene; xylene,,coal,36.304938, 114.296466,https://gem.wiki/Handan_Yulong_Chemical_Plant,"Hebei, China",30.0,30.0,approximate,"36.304938, 114.296466",['China'],exact,CHN,Handan,Handan Yulong Chemical Plant,,,E100002017995 [100%],Handan Yulong Chemical Co [100%],邯郸市裕隆化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140151,Hebei Jinruite Chemical Plant,河北金瑞特化工有限公司 (Chinese),Hebei Jinruite Chemical Co [100%],China;,Hebei,operating,30.0,benzene; toluene; xylene,,,36.711123, 114.507200,https://gem.wiki/Hebei_Jinruite_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"36.711123, 114.507200",['China'],,CHN,Handan,Hebei Jinruite Chemical Plant,,,E100002018005 [100%],Hebei Jinruite Chemical Co [100%],河北金瑞特化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140152,Handan Dongxin Chemical Plant,邯郸市东鑫化工有限公司 (Chinese),Handan Dongxin Chemical Co [100%],China;,Hebei,operating,30.0,benzene; toluene; xylene,,coal,36.468892, 114.524965,https://gem.wiki/Handan_Dongxin_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"36.468892, 114.524965",['China'],exact,CHN,Handan,Handan Dongxin Chemical Plant,,,E100002017994 [100%],Handan Dongxin Chemical Co [100%],邯郸市东鑫化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140153,Hebei Rongte Chemical Plant,河北荣特化工股份有限公司 (Chinese),Hebei Rongte Chemical Co [100%],China;,Hebei,operating,30.0,benzene; toluene; xylene,,,36.572656, 115.188534,https://gem.wiki/Hebei_Rongte_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"36.572656, 115.188534",['China'],,CHN,Handan,Hebei Rongte Chemical Plant,,,E100002018006 [100%],Hebei Rongte Chemical Co [100%],河北荣特化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140154,Hebei Tianren Qinhuangdao Ammonia Plant,河北天人化工股份有限公司 (Chinese),Hebei Tianren Chemical Co Ltd [100%],China;,Hebei,operating,30.0,ammonia,,,39.939780, 119.536431,https://gem.wiki/Hebei_Tianren_Qinhuangdao_Ammonia_Plant,"Hebei, China",30.0,30.0,exact,"39.939780, 119.536431",['China'],,CHN,Qinhuangdao,Hebei Tianren Qinhuangdao Ammonia Plant,,,E100002018007 [100%],Hebei Tianren Chemical Co Ltd [100%],河北天人化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140155,Funing Dong'ao Petroleum Refining and Chemical Plant,抚宁东奥石油炼化有限公司 (Chinese),Funing Dong'ao Petroleum Refining & Chemical Co [100%],China;,Hebei,operating,30.0,benzene,,naphtha,39.863353, 119.221724,https://gem.wiki/Funing_Dong'ao_Petroleum_Refining_and_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"39.863353, 119.221724",['China'],exact,CHN,Qinhuangdao,Funing Dong'ao Petroleum Refining and Chemical Plant,,,E100002017968 [100%],Funing Dong'ao Petroleum Refining & Chemical Co [100%],抚宁东奥石油炼化有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140156,Jinkong Jinshi Shijiazhuang Ammonia Plant,晋控金石化工集团有限公司 (Chinese),Jinkong Jinshi Chemical Group Co [100%],China;,Hebei,operating,30.0,ammonia,urea,coal,37.968172, 114.680578,https://gem.wiki/Jinkong_Jinshi_Shijiazhuang_Ammonia_Plant,"Hebei, China",30.0,30.0,exact,"37.968172, 114.680578",['China'],exact,CHN,Shijiazhuang,Jinkong Jinshi Shijiazhuang Ammonia Plant,,,E100002018091 [100%],Jinkong Jinshi Chemical Group Co [100%],晋控金石化工集团有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140157,Kailuan Energy Chemical Plant,开滦能源化工股份有限公司 (Chinese),Kailuan Energy Chemical Co Ltd,China;,Hebei,operating,30.0,benzene; methanol,,coal,38.351876, 114.470175,https://gem.wiki/Kailuan_Energy_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"38.351876, 114.470175",['China'],exact,CHN,Shijiazhuang,Kailuan Energy Chemical Plant,,,E100000126327,Kailuan Energy Chemical Co Ltd,开滦能源化工股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140159,Tangshan Zhongrun Coal Chemical Plant,唐山中润煤化工有限公司 (Chinese),Tangshan Zhongrun Coal Chemical Co [100%],China;,Hebei,operating,30.0,benzene,,coal,39.323849, 119.035743,https://gem.wiki/Tangshan_Zhongrun_Coal_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"39.323849, 119.035743",['China'],exact,CHN,Tangshan,Tangshan Zhongrun Coal Chemical Plant,,,E100002018376 [100%],Tangshan Zhongrun Coal Chemical Co [100%],唐山中润煤化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140161,Tangshan Xuyang Chemical Plant,‌唐山旭阳化工有限公司 (Chinese),Xuyang Coal Chemical Industry Group [100%],China;,Hebei,operating,30.0,benzene,phthalic anhydride; styrene,coal,39.054698, 118.467448,https://gem.wiki/Tangshan_Xuyang_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"39.054698, 118.467448",['China'],exact,CHN,Tangshan,Tangshan Xuyang Chemical Plant,,,E100002018405 [100%],Xuyang Coal Chemical Industry Group [100%],旭阳煤化工集团 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140162,Tangshan Ruida Fine Chemical Plant,‌唐山瑞达精细化工有限公司‌/唐山瑞达实业股份有限公司 (Chinese),Tangshan Ruida Fine Chemical Co Ltd [100%],China;,Hebei,operating,30.0,benzene; toluene,,,39.748628, 118.700209,https://gem.wiki/Tangshan_Ruida_Fine_Chemical_Plant,"Hebei, China",30.0,30.0,approximate,"39.748628, 118.700209",['China'],,CHN,Tangshan,Tangshan Ruida Fine Chemical Plant,,,E100002018374 [100%],Tangshan Ruida Fine Chemical Co Ltd [100%],唐山瑞达实业股份有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140163,Tangshan Baoshun Chemical Plant,唐山宝顺化工有限公司 (Chinese),Tangshan Baoshun Chemical Co [100%],China;,Hebei,operating,30.0,benzene; toluene; xylene,,,39.287176, 118.078667,https://gem.wiki/Tangshan_Baoshun_Chemical_Plant,"Hebei, China",30.0,30.0,exact,"39.287176, 118.078667",['China'],,CHN,Tangshan,Tangshan Baoshun Chemical Plant,,,E100002018373 [100%],Tangshan Baoshun Chemical Co [100%],唐山宝顺化工有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
chemicals,P100000140164,Tangshan Xuyang Aromatic Plant,唐山旭阳芳烃产品有限公司 (Chinese),Tangshan Xuyang Aromatic Products Co [100%],China;,Hebei,operating,30.0,benzene; xylene,,coal,39.070534, 118.468156,https://gem.wiki/Tangshan_Xuyang_Aromatic_Plant,"Hebei, China",30.0,30.0,exact,"39.070534, 118.468156",['China'],exact,CHN,Tangshan,Tangshan Xuyang Aromatic Plant,,,E100002018375 [100%],Tangshan Xuyang Aromatic Products Co [100%],唐山旭阳芳烃产品有限公司 (Chinese),Asia Pacific,30.0,,operating,GChI,GChI,n/a
