sector,subsector,source_id,source_name,source_type,year,lat,lon,gas,emissions_tco2,activity_sum,activity_units,capacity,capacity_units,rows
manufacturing,aluminum,3673026,"Fukang, Xinjiang aluminium plant",Smelting,2023,44.1497919,87.9684506,co2,328774.19718945754,131509.67887578305,t of alumina/aluminum,15287.671232876712,t of alumina/aluminum,12
manufacturing,aluminum,3673026,"Fukang, Xinjiang aluminium plant",Smelting,2024,44.1497919,87.9684506,co2,328774.19718945754,131509.67887578305,t of alumina/aluminum,15287.671232876712,t of alumina/aluminum,12
manufacturing,aluminum,3673026,"Fukang, Xinjiang aluminium plant",Smelting,2025,44.1497919,87.9684506,co2,328774.19718945754,131509.67887578305,t of alumina/aluminum,15287.671232876712,t of alumina/aluminum,12
manufacturing,aluminum,3673026,"Fukang, Xinjiang aluminium plant",Smelting,2026,44.1497919,87.9684506,co2,28469.439584626667,11387.775833850666,t of alumina/aluminum,15287.671232876712,t of alumina/aluminum,1
manufacturing,aluminum,43765150,"Fuyuan Xian, Yunnan aluminium plant",Smelting,2021,25.7560798994781,103.88373372521,co2,547956.9953157627,219182.79812630505,t of alumina/aluminum,25479.45205479452,t of alumina/aluminum,12
manufacturing,aluminum,43765150,"Fuyuan Xian, Yunnan aluminium plant",Smelting,2022,25.7560798994781,103.88373372521,co2,547956.9953157627,219182.79812630505,t of alumina/aluminum,25479.45205479452,t of alumina/aluminum,12
manufacturing,aluminum,43765150,"Fuyuan Xian, Yunnan aluminium plant",Smelting,2023,25.7560798994781,103.88373372521,co2,547956.9953157627,219182.79812630505,t of alumina/aluminum,25479.45205479452,t of alumina/aluminum,12
manufacturing,aluminum,43765150,"Fuyuan Xian, Yunnan aluminium plant",Smelting,2024,25.7560798994781,103.88373372521,co2,547956.9953157627,219182.79812630505,t of alumina/aluminum,25479.45205479452,t of alumina/aluminum,12
manufacturing,aluminum,43765150,"Fuyuan Xian, Yunnan aluminium plant",Smelting,2025,25.7560798994781,103.88373372521,co2,547956.9953157627,219182.79812630505,t of alumina/aluminum,25479.45205479452,t of alumina/aluminum,12
manufacturing,aluminum,43765150,"Fuyuan Xian, Yunnan aluminium plant",Smelting,2026,25.7560798994781,103.88373372521,co2,47449.06597437778,18979.626389751113,t of alumina/aluminum,25479.45205479452,t of alumina/aluminum,1
manufacturing,aluminum,3673013,Gansu Dongxing Jiujia aluminium plant,Smelting,2021,39.828632468665,98.2685852942817,co2,2482245.188780405,992898.075512162,t of alumina/aluminum,115421.91780821918,t of alumina/aluminum,12
manufacturing,aluminum,3673013,Gansu Dongxing Jiujia aluminium plant,Smelting,2022,39.828632468665,98.2685852942817,co2,3142192.0393457627,1256876.815738305,t of alumina/aluminum,115421.91780821918,t of alumina/aluminum,12
manufacturing,aluminum,3673013,Gansu Dongxing Jiujia aluminium plant,Smelting,2023,39.828632468665,98.2685852942817,co2,3049556.3229953824,1219822.529198153,t of alumina/aluminum,115421.91780821918,t of alumina/aluminum,12
manufacturing,aluminum,3673013,Gansu Dongxing Jiujia aluminium plant,Smelting,2024,39.828632468665,98.2685852942817,co2,2888062.6958801984,1155225.0783520793,t of alumina/aluminum,115106.55737704918,t of alumina/aluminum,12
manufacturing,aluminum,3673013,Gansu Dongxing Jiujia aluminium plant,Smelting,2025,39.828632468665,98.2685852942817,co2,2914685.903648898,1165874.361459559,t of alumina/aluminum,115421.91780821918,t of alumina/aluminum,12
manufacturing,aluminum,3673013,Gansu Dongxing Jiujia aluminium plant,Smelting,2026,39.828632468665,98.2685852942817,co2,251160.27741324969,100464.11096529987,t of alumina/aluminum,115421.91780821918,t of alumina/aluminum,1
manufacturing,aluminum,43765151,Gansu Longxi aluminium plant,Smelting,2021,34.984222653925,104.635690466668,co2,456630.82942980225,182652.3317719209,t of alumina/aluminum,21232.876712328765,t of alumina/aluminum,12
manufacturing,aluminum,43765151,Gansu Longxi aluminium plant,Smelting,2022,34.984222653925,104.635690466668,co2,456630.82942980225,182652.3317719209,t of alumina/aluminum,21232.876712328765,t of alumina/aluminum,12
manufacturing,aluminum,43765151,Gansu Longxi aluminium plant,Smelting,2023,34.984222653925,104.635690466668,co2,456630.82942980225,182652.3317719209,t of alumina/aluminum,21232.876712328765,t of alumina/aluminum,12
manufacturing,aluminum,43765151,Gansu Longxi aluminium plant,Smelting,2024,34.984222653925,104.635690466668,co2,456630.82942980225,182652.3317719209,t of alumina/aluminum,21232.876712328765,t of alumina/aluminum,12
manufacturing,aluminum,43765151,Gansu Longxi aluminium plant,Smelting,2025,34.984222653925,104.635690466668,co2,456630.82942980225,182652.3317719209,t of alumina/aluminum,21232.876712328765,t of alumina/aluminum,12
manufacturing,aluminum,43765151,Gansu Longxi aluminium plant,Smelting,2026,34.984222653925,104.635690466668,co2,39540.888311981485,15816.355324792594,t of alumina/aluminum,21232.876712328765,t of alumina/aluminum,1
manufacturing,aluminum,3672991,Gongyi City; Henan aluminium plant,Smelting,2021,34.699197,113.039115,co2,493161.29578418646,197264.5183136746,t of alumina/aluminum,22931.50684931507,t of alumina/aluminum,12
manufacturing,aluminum,3672991,Gongyi City; Henan aluminium plant,Smelting,2022,34.699197,113.039115,co2,624276.5641084296,249710.62564337184,t of alumina/aluminum,22931.50684931507,t of alumina/aluminum,12
manufacturing,aluminum,3672991,Gongyi City; Henan aluminium plant,Smelting,2023,34.699197,113.039115,co2,605872.1171514005,242348.84686056015,t of alumina/aluminum,22931.50684931507,t of alumina/aluminum,12
manufacturing,aluminum,3672991,Gongyi City; Henan aluminium plant,Smelting,2024,34.699197,113.039115,co2,573787.290572225,229514.91622889,t of alumina/aluminum,22868.852459016394,t of alumina/aluminum,12
manufacturing,aluminum,3672991,Gongyi City; Henan aluminium plant,Smelting,2025,34.699197,113.039115,co2,579076.6695991188,231630.66783964753,t of alumina/aluminum,22931.50684931507,t of alumina/aluminum,12
manufacturing,aluminum,3672991,Gongyi City; Henan aluminium plant,Smelting,2026,34.699197,113.039115,co2,49899.39286355954,19959.757145423813,t of alumina/aluminum,22931.50684931507,t of alumina/aluminum,1
manufacturing,aluminum,43765152,Guangxi Baise aluminium plant,Smelting,2021,23.8171162546363,106.81417041862,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765152,Guangxi Baise aluminium plant,Smelting,2022,23.8171162546363,106.81417041862,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765152,Guangxi Baise aluminium plant,Smelting,2023,23.8171162546363,106.81417041862,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765152,Guangxi Baise aluminium plant,Smelting,2024,23.8171162546363,106.81417041862,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765152,Guangxi Baise aluminium plant,Smelting,2025,23.8171162546363,106.81417041862,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765152,Guangxi Baise aluminium plant,Smelting,2026,23.8171162546363,106.81417041862,co2,31632.710649585188,12653.084259834075,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,1
manufacturing,aluminum,43765153,Guangyuan Aostar aluminium plant,Smelting,2021,32.4371572479048,105.846745309847,co2,219182.79812630505,87673.11925052202,t of alumina/aluminum,10191.780821917808,t of alumina/aluminum,12
manufacturing,aluminum,43765153,Guangyuan Aostar aluminium plant,Smelting,2022,32.4371572479048,105.846745309847,co2,219182.79812630505,87673.11925052202,t of alumina/aluminum,10191.780821917808,t of alumina/aluminum,12
manufacturing,aluminum,43765153,Guangyuan Aostar aluminium plant,Smelting,2023,32.4371572479048,105.846745309847,co2,219182.79812630505,87673.11925052202,t of alumina/aluminum,10191.780821917808,t of alumina/aluminum,12
manufacturing,aluminum,43765153,Guangyuan Aostar aluminium plant,Smelting,2024,32.4371572479048,105.846745309847,co2,219182.79812630505,87673.11925052202,t of alumina/aluminum,10191.780821917808,t of alumina/aluminum,12
manufacturing,aluminum,43765153,Guangyuan Aostar aluminium plant,Smelting,2025,32.4371572479048,105.846745309847,co2,219182.79812630505,87673.11925052202,t of alumina/aluminum,10191.780821917808,t of alumina/aluminum,12
manufacturing,aluminum,43765153,Guangyuan Aostar aluminium plant,Smelting,2026,32.4371572479048,105.846745309847,co2,18979.626389751113,7591.850555900445,t of alumina/aluminum,10191.780821917808,t of alumina/aluminum,1
manufacturing,aluminum,43765154,Guangyuan Qimingxing aluminium plant,Smelting,2021,32.4036328036007,105.769832417867,co2,208223.65821998985,83289.46328799594,t of alumina/aluminum,9682.191780821917,t of alumina/aluminum,12
manufacturing,aluminum,43765154,Guangyuan Qimingxing aluminium plant,Smelting,2022,32.4036328036007,105.769832417867,co2,208223.65821998985,83289.46328799594,t of alumina/aluminum,9682.191780821917,t of alumina/aluminum,12
manufacturing,aluminum,43765154,Guangyuan Qimingxing aluminium plant,Smelting,2023,32.4036328036007,105.769832417867,co2,208223.65821998985,83289.46328799594,t of alumina/aluminum,9682.191780821917,t of alumina/aluminum,12
manufacturing,aluminum,43765154,Guangyuan Qimingxing aluminium plant,Smelting,2024,32.4036328036007,105.769832417867,co2,208223.65821998985,83289.46328799594,t of alumina/aluminum,9682.191780821917,t of alumina/aluminum,12
manufacturing,aluminum,43765154,Guangyuan Qimingxing aluminium plant,Smelting,2025,32.4036328036007,105.769832417867,co2,208223.65821998985,83289.46328799594,t of alumina/aluminum,9682.191780821917,t of alumina/aluminum,12
manufacturing,aluminum,43765154,Guangyuan Qimingxing aluminium plant,Smelting,2026,32.4036328036007,105.769832417867,co2,18030.64507026356,7212.258028105423,t of alumina/aluminum,9682.191780821917,t of alumina/aluminum,1
manufacturing,aluminum,43765122,Guanlu (old) aluminium plant,Smelting,2021,34.8943445164263,110.840051098777,co2,200917.56494911297,80367.0259796452,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765122,Guanlu (old) aluminium plant,Smelting,2022,34.8943445164263,110.840051098777,co2,259534.56692019533,103813.82676807813,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765122,Guanlu (old) aluminium plant,Smelting,2023,34.8943445164263,110.840051098777,co2,246836.78846908905,98734.71538763565,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765122,Guanlu (old) aluminium plant,Smelting,2024,34.8943445164263,110.840051098777,co2,233765.19245535083,93506.07698214034,t of alumina/aluminum,9316.939890710382,t of alumina/aluminum,12
manufacturing,aluminum,43765122,Guanlu (old) aluminium plant,Smelting,2025,34.8943445164263,110.840051098777,co2,235920.12465149286,94368.04986059715,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765122,Guanlu (old) aluminium plant,Smelting,2026,34.8943445164263,110.840051098777,co2,20329.382277746477,8131.7529110985915,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,1
manufacturing,aluminum,43765155,Guanlu aluminium plant,Smelting,2021,35.0300352411987,111.006712037527,co2,200917.56494911297,80367.0259796452,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765155,Guanlu aluminium plant,Smelting,2022,35.0300352411987,111.006712037527,co2,200917.56494911297,80367.0259796452,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765155,Guanlu aluminium plant,Smelting,2023,35.0300352411987,111.006712037527,co2,200917.56494911297,80367.0259796452,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765155,Guanlu aluminium plant,Smelting,2024,35.0300352411987,111.006712037527,co2,200917.56494911297,80367.0259796452,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765155,Guanlu aluminium plant,Smelting,2025,35.0300352411987,111.006712037527,co2,200917.56494911297,80367.0259796452,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,12
manufacturing,aluminum,43765155,Guanlu aluminium plant,Smelting,2026,35.0300352411987,111.006712037527,co2,17397.990857271856,6959.196342908742,t of alumina/aluminum,9342.465753424658,t of alumina/aluminum,1
manufacturing,aluminum,43765156,Guanxi Suyuan aluminium plant,Smelting,2021,24.3284787975917,109.41493383769,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765156,Guanxi Suyuan aluminium plant,Smelting,2022,24.3284787975917,109.41493383769,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765156,Guanxi Suyuan aluminium plant,Smelting,2023,24.3284787975917,109.41493383769,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765156,Guanxi Suyuan aluminium plant,Smelting,2024,24.3284787975917,109.41493383769,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765156,Guanxi Suyuan aluminium plant,Smelting,2025,24.3284787975917,109.41493383769,co2,365304.6635438418,146121.8654175367,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,12
manufacturing,aluminum,43765156,Guanxi Suyuan aluminium plant,Smelting,2026,24.3284787975917,109.41493383769,co2,31632.710649585188,12653.084259834075,t of alumina/aluminum,16986.301369863013,t of alumina/aluminum,1
manufacturing,aluminum,3673014,Guanyuan Aostar aluminium plant,Smelting,2021,30.0023133310005,103.743227977053,co2,767139.7934420678,306855.9173768271,t of alumina/aluminum,35671.232876712325,t of alumina/aluminum,12
manufacturing,aluminum,3673014,Guanyuan Aostar aluminium plant,Smelting,2022,30.0023133310005,103.743227977053,co2,971096.8775020016,388438.75100080064,t of alumina/aluminum,35671.232876712325,t of alumina/aluminum,12
manufacturing,aluminum,3673014,Guanyuan Aostar aluminium plant,Smelting,2023,30.0023133310005,103.743227977053,co2,942467.7377910672,376987.095116427,t of alumina/aluminum,35671.232876712325,t of alumina/aluminum,12
manufacturing,aluminum,3673014,Guanyuan Aostar aluminium plant,Smelting,2024,30.0023133310005,103.743227977053,co2,892558.0075567942,357023.20302271773,t of alumina/aluminum,35573.770491803276,t of alumina/aluminum,12
manufacturing,aluminum,3673014,Guanyuan Aostar aluminium plant,Smelting,2025,30.0023133310005,103.743227977053,co2,900785.930487518,360314.37219500716,t of alumina/aluminum,35671.232876712325,t of alumina/aluminum,12
manufacturing,aluminum,3673014,Guanyuan Aostar aluminium plant,Smelting,2026,30.0023133310005,103.743227977053,co2,77621.27778775927,31048.51111510371,t of alumina/aluminum,35671.232876712325,t of alumina/aluminum,1
manufacturing,aluminum,48193120,Guiyang Prefecture City,Refinery,2021,26.8429990575872,106.707339603852,co2,6387818.765471361,2535584.0384959937,t of alumina/aluminum,262264.40232016623,t of alumina/aluminum,12
manufacturing,aluminum,48193120,Guiyang Prefecture City,Refinery,2022,26.8429990575872,106.707339603852,co2,6227995.670215007,2710822.718779595,t of alumina/aluminum,271069.3371790057,t of alumina/aluminum,12
manufacturing,aluminum,48193120,Guiyang Prefecture City,Refinery,2023,26.8429990575872,106.707339603852,co2,4920845.108842121,2808455.1127492385,t of alumina/aluminum,276393.2512796993,t of alumina/aluminum,12
manufacturing,aluminum,48193120,Guiyang Prefecture City,Refinery,2024,26.8429990575872,106.707339603852,co2,4952478.569423328,2920093.4961222447,t of alumina/aluminum,284800.09488606884,t of alumina/aluminum,12
manufacturing,aluminum,48193120,Guiyang Prefecture City,Refinery,2025,26.8429990575872,106.707339603852,co2,5413045.300079346,3191654.0684430106,t of alumina/aluminum,327482.35005366337,t of alumina/aluminum,12
manufacturing,aluminum,48193120,Guiyang Prefecture City,Refinery,2026,26.8429990575872,106.707339603852,co2,462108.9427726779,272469.8955027582,t of alumina/aluminum,340587.36937844777,t of alumina/aluminum,1
manufacturing,aluminum,43764997,Guiyang Qingzhen Alumina Refinery,Refinery,2021,26.794898,106.2733858,co2,4388042.933787962,1741792.0000000005,t of alumina/aluminum,184916.27397260274,t of alumina/aluminum,12
manufacturing,aluminum,43764997,Guiyang Qingzhen Alumina Refinery,Refinery,2022,26.794898,106.2733858,co2,4001690.3205307433,1741792.0000000005,t of alumina/aluminum,184916.27397260274,t of alumina/aluminum,12
manufacturing,aluminum,43764997,Guiyang Qingzhen Alumina Refinery,Refinery,2023,26.794898,106.2733858,co2,3051887.354336231,1741792.0000000005,t of alumina/aluminum,184916.27397260274,t of alumina/aluminum,12
