FID,County name,Province name,Storage potential-DSA (Mt),Storage potential-EOR (Mt),Storage potential-ALL (Mt),Injection rate capability-DSA (Mt/a),Injection rate capability-EOR (Mt/a)
1957,Laishan District,Shandong,0,0,0,0,0
1958,Laiyang City,Shandong,0,0,0,0,0
1959,Laizhou City,Shandong,0,0,0,0,0
1960,Longkou City,Shandong,0,0,0,0,0
1961,Muping District,Shandong,0,0,0,0,0
1962,Penglai District,Shandong,0,0,0,0,0
1963,Qixia City,Shandong,0,0,0,0,0
1964,Zhaoyuan City,Shandong,0,0,0,0,0
1965,Zhifu District,Shandong,0,0,0,0,0
1966,Shanting District,Shandong,0,0,0,0,0
1967,Shizhong District,Shandong,0,0,0,0,0
1968,Taierzhuang District,Shandong,0,0,0,0,0
1969,Tengzhou City,Shandong,0,0,0,0,0
1970,Xuecheng District,Shandong,0,0,0,0,0
1971,Yicheng District,Shandong,0,0,0,0,0
1972,Bozhong District,Shandong,0,0,0,0,0
1973,Gaoqing City,Shandong,0,20.49,20.49,0,150
1974,Huantai County,Shandong,0,0.68,0.68,0,0
1975,Linzi District,Shandong,0,0,0,0,0
1976,Yiyuan County,Shandong,0,0,0,0,0
1977,Zhangdian District,Shandong,0,0,0,0,0
1978,Zhoucun District,Shandong,0,0,0,0,0
1979,Zichuan District,Shandong,0,0,0,0,0
1980,Guangling County,Shanxi,0,0,0,0,0
1981,Hunyuan County,Shanxi,0,0,0,0,0
1982,Lingqiu County,Shanxi,0,0,0,0,0
1983,Pingcheng District,Shanxi,0,0,0,0,0
1984,Tianzhen County,Shanxi,0,0,0,0,0
1985,Xinrong District,Shanxi,0,0,0,0,0
1986,Yanggao County,Shanxi,0,0,0,0,0
1987,Yungang District,Shanxi,0,0,0,0,0
1988,Yunzhou District,Shanxi,0,0,0,0,0
1989,Zuoyun County,Shanxi,0,0,0,0,0
1990,Pingcheng District,Shanxi,0,0,0,0,0
1991,Gaoping City,Shanxi,0,0,0,0,0
1992,Lingchuan County,Shanxi,0,0,0,0,0
1993,Qinshui County,Shanxi,0,0,0,0,0
1994,Yangcheng County,Shanxi,0,0,0,0,0
1995,Zezhou County,Shanxi,0,0,0,0,0
1996,Heshun County,Shanxi,1003.89,0,1003.89,0.14,0
1997,Jiexiu City,Shanxi,0,0,0,0,0
1998,Lingshi County,Shanxi,0,0,0,0,0
1999,Pingyao County,Shanxi,365.52,0,365.52,0.12,0
2000,Qi County,Shanxi,396.39,0,396.39,0.12,0
2001,Shouyang County,Shanxi,1033.14,0,1033.14,0.16,0
2002,Taigu District,Shanxi,560.34,0,560.34,0.12,0
2003,Xiyang County,Shanxi,204.31,0,204.31,0.14,0
2004,Yuci District,Shanxi,532.55,0,532.55,0.16,0
2005,Yushe County,Shanxi,1834.34,0,1834.34,0.14,0
2006,Zuoquan County,Shanxi,112.23,0,112.23,0.12,0
2007,Anze County,Shanxi,1228.27,0,1228.27,0.15,0
2008,Daning County,Shanxi,0,0,0,0,0
2009,Fenshui County,Shanxi,0,0,0,0,0
2010,Fushan County,Shanxi,0,0,0,0,0
2011,Gu County,Shanxi,203.84,0,203.84,0.14,0
2012,Hongtong County,Shanxi,0,0,0,0,0
2013,Houma City,Shanxi,0,0,0,0,0
2014,Huozhou City,Shanxi,0,0,0,0,0
2015,Ji County,Shanxi,0,0,0,0,0
2016,Pu County,Shanxi,0,0,0,0,0
2017,Quwo County,Shanxi,0,0,0,0,0
2018,Xi County,Shanxi,0,0,0,0,0
2019,Xiangning County,Shanxi,0,0,0,0,0
2020,Xiangfen County,Shanxi,0,0,0,0,0
2021,Xinfu District,Shanxi,0,0,0,0,0
2022,Yicheng County,Shanxi,0,0,0,0,0
2023,Yonghe County,Shanxi,0,0,0,0,0
2024,Fangshan County,Shanxi,0,0,0,0,0
2025,Fenyang City,Shanxi,0,0,0,0,0
2026,Jiaocheng County,Shanxi,0,0,0,0,0
2027,Jiaokou County,Shanxi,0,0,0,0,0
2028,Lan County,Shanxi,0,0,0,0,0
2029,Lishi District,Shanxi,3.08,0,3.08,0.03,0
2030,Lin County,Shanxi,104.42,0,104.42,0.03,0
2031,Liulin County,Shanxi,47.21,0,47.21,0.03,0
2032,Shilou County,Shanxi,5.13,0,5.13,0.03,0
2033,Wenshui County,Shanxi,0,0,0,0,0
2034,Xiaoyi City,Shanxi,0,0,0,0,0
2035,Xing County,Shanxi,75.17,0,75.17,0.03,0
2036,Zhongyang County,Shanxi,6.16,0,6.16,0.03,0
2037,Huairen City,Shanxi,0,0,0,0,0
2038,Pinglu District,Shanxi,0,0,0,0,0
2039,shanyin County,Shanxi,0,0,0,0,0
2040,Shocheng District,Shanxi,0,0,0,0,0
2041,Ying County,Shanxi,0,0,0,0,0
2042,Youyu County,Shanxi,0,0,0,0,0
2043,Gujiao City,Shanxi,0,0,0,0,0
2044,Jiancaoping District,Shanxi,0,0,0,0,0
2045,Jinyuan District,Shanxi,0,0,0,0,0
2046,Louxiao County,Shanxi,0,0,0,0,0
2047,Qingxu County,Shanxi,0,0,0,0,0
2048,Wanbailin District,Shanxi,0,0,0,0,0
2049,Xiaodian District,Shanxi,0,0,0,0,0
2050,Xinghualing District,Shanxi,0,0,0,0,0
2051,Yangqu County,Shanxi,0,0,0,0,0
2052,Yingze District,Shanxi,0,0,0,0,0
2053,Baode County,Shanxi,0,0,0,0,0
2054,Daixian County,Shanxi,0,0,0,0,0
2055,Dingxiang County,Shanxi,0,0,0,0,0
2056,Fanshi County,Shanxi,0,0,0,0,0
2057,Hequ County,Shanxi,0,0,0,0,0
2058,Jingle County,Shanxi,0,0,0,0,0
2059,Kelan County,Shanxi,0,0,0,0,0
2060,Ningwu County,Shanxi,0,0,0,0,0
2061,Pianguan County,Shanxi,0,0,0,0,0
2062,Shenchi County,Shanxi,0,0,0,0,0
2063,Wutai County,Shanxi,0,0,0,0,0
2064,Wuzhai County,Shanxi,0,0,0,0,0
2065,Xinfu District,Shanxi,0,0,0,0,0
2066,Yuanping City,Shanxi,0,0,0,0,0
2067,Yangquan Urban,Shanxi,0,0,0,0,0
2068,Yangquan Suburbs,Shanxi,0,0,0,0,0
2069,Yangquan Mining District,Shanxi,0,0,0,0,0
2070,Pingding County,Shanxi,0,0,0,0,0
2071,Yuxian County,Shanxi,0,0,0,0,0
2072,Hejin City,Shanxi,0,0,0,0,0
2073,Jishan County,Shanxi,0,0,0,0,0
2074,Jiangxian County,Shanxi,0,0,0,0,0
2075,Linyi County,Shanxi,0,0,0,0,0
2076,Pinglu County,Shanxi,0,0,0,0,0
2077,Ruicheng County,Shanxi,0,0,0,0,0
2078,Wanrong County,Shanxi,0,0,0,0,0
2079,Wenxi County,Shanxi,0,0,0,0,0
2080,Xia County,Shanxi,0,0,0,0,0
2081,Xinjiang County,Shanxi,0,0,0,0,0
2082,Salt Lake District,Shanxi,0,0,0,0,0
2083,Yongji City,Shanxi,0,0,0,0,0
2084,Yuanqu County,Shanxi,0,0,0,0,0
2085,Huguan County,Shanxi,0,0,0,0,0
2086,Licheng County,Shanxi,0,0,0,0,0
2087,Lucheng District,Shanxi,0,0,0,0,0
2088,Luzhou District,Shanxi,0,0,0,0,0
2089,Pingshun County,Shanxi,0,0,0,0,0
2090,Qin County,Shanxi,1497.75,0,1497.75,0.13,0
2091,Qinyuan County,Shanxi,1759.09,0,1759.09,0.12,0
2092,Shangdang District,Shanxi,0,0,0,0,0
2093,Tunliu District,Shanxi,685.48,0,685.48,0.15,0
2094,Wuxiang County,Shanxi,715.88,0,715.88,0.12,0
2095,Xiangyuan County,Shanxi,204.7,0,204.7,0.14,0
2096,Zhangzi County,Shanxi,136.82,0,136.82,0.17,0
2097,Baihe County,Shaanxi,0,0,0,0,0
2098,Hanbin District,Shaanxi,0,0,0,0,0
2099,hanyin County,Shaanxi,0,0,0,0,0
2100,Langao County,Shaanxi,0,0,0,0,0
2101,Ningshan County,Shaanxi,0,0,0,0,0
2102,Pingli County,Shaanxi,0,0,0,0,0
2103,Shiquan County,Shaanxi,0,0,0,0,0
2104,Xunyang City,Shaanxi,0,0,0,0,0
2105,Zhenping County,Shaanxi,0,0,0,0,0
2106,Ziyang County,Shaanxi,0,0,0,0,0
2107,Chencang District,Shaanxi,0,0,0,0,0
2108,Feng County,Shaanxi,0,0,0,0,0
2109,Fengxiang District,Shaanxi,0,0,0,0,0
2110,Fufeng County,Shaanxi,0,0,0,0,0
2111,Jintai District,Shaanxi,0,0,0,0,0
2112,Linyou County,Shaanxi,0,0,0,0,0
2113,Long County,Shaanxi,0,0,0,0,0
2114,Mei County,Shaanxi,0,0,0,0,0
2115,Qishan County,Shaanxi,0,0,0,0,0
2116,Qianyang County,Shaanxi,0,0,0,0,0
2117,Taibai County,Shaanxi,0,0,0,0,0
2118,Weibin District,Shaanxi,0,0,0,0,0
2119,Chenggu County,Shaanxi,0,0,0,0,0
2120,Foping County,Shaanxi,0,0,0,0,0
2121,Hantai District,Shaanxi,0,0,0,0,0
2122,Liuba County,Shaanxi,0,0,0,0,0
2123,Linyang County,Shaanxi,0,0,0,0,0
2124,Mian County,Shaanxi,0,0,0,0,0
2125,Nanzheng District,Shaanxi,0,0,0,0,0
2126,Ningqiang County,Shaanxi,0,0,0,0,0
2127,Xixiang County,Shaanxi,0,0,0,0,0
2128,Yang County,Shaanxi,0,0,0,0,0
2129,Zhenba County,Shaanxi,143.39,0,143.39,0.01,0
2130,Danfeng County,Shaanxi,0,0,0,0,0
2131,Luonan County,Shaanxi,0,0,0,0,0
2132,Shanyang County,Shaanxi,0,0,0,0,0
2133,Shangnan County,Shaanxi,0,0,0,0,0
2134,Shangzhou District,Shaanxi,0,0,0,0,0
2135,Zhashui County,Shaanxi,0,0,0,0,0
2136,Zhen'an County,Shaanxi,0,0,0,0,0
2137,Wangyi District,Shaanxi,0,0,0,0,0
2138,Yaozhou District,Shaanxi,3.56,0,3.56,0.02,0
2139,Yijun County,Shaanxi,0.4,0,0.4,0.01,0
2140,Yintai District,Shaanxi,0.4,0,0.4,0.01,0
2141,Baishui County,Shaanxi,0,0,0,0,0
2142,Chengcheng County,Shaanxi,0,0,0,0,0
2143,Dali County,Shaanxi,0,0,0,0,0
2144,Fuping County,Shaanxi,0,0,0,0,0
2145,Hancheng City,Shaanxi,38.66,0,38.66,0.1,0
2146,Heyang County,Shaanxi,0,0,0,0,0
2147,Huayin City,Shaanxi,0,0,0,0,0
2148,Huazhou District,Shaanxi,0,0,0,0,0
2149,Linwei District,Shaanxi,0,0,0,0,0
2150,Pucheng County,Shaanxi,0,0,0,0,0
2151,Tongguan County,Shaanxi,0,0,0,0,0
2152,Baqiao District,Shaanxi,0,0,0,0,0
2153,Beilin District,Shaanxi,0,0,0,0,0
2154,Gaoling District,Shaanxi,0,0,0,0,0
2155,Shuangyi District,Shaanxi,0,0,0,0,0
2156,Lantian County,Shaanxi,0,0,0,0,0
2157,Lianhu District,Shaanxi,0,0,0,0,0
2158,Lintong District,Shaanxi,0,0,0,0,0
2159,Weiyang District,Shaanxi,0,0,0,0,0
2160,Xincheng District,Shaanxi,0,0,0,0,0
2161,Yanliang District,Shaanxi,0,0,0,0,0
2162,Yanta District,Shaanxi,0,0,0,0,0
2163,Chang'an District,Shaanxi,0,0,0,0,0
2164,Zhouzhi County,Shaanxi,0,0,0,0,0
2165,Binzhou City,Shaanxi,0,0,0,0,0
2166,Chunhua County,Shaanxi,0,0,0,0,0
2167,Jingyang County,Shaanxi,0,0,0,0,0
2168,Liquan County,Shaanxi,0,0,0,0,0
2169,Qian County,Shaanxi,0,0,0,0,0
2170,Qindu District,Shaanxi,0,0,0,0,0
2171,Sanyuan County,Shaanxi,0,0,0,0,0
2172,Weicheng District,Shaanxi,0,0,0,0,0
2173,Wugong County,Shaanxi,0,0,0,0,0
2174,Xingping City,Shaanxi,0,0,0,0,0
2175,Xunyi County,Shaanxi,11.48,0,11.48,0.02,0
2176,Yangling District,Shaanxi,0,0,0,0,0
2177,Yongshou County,Shaanxi,0,0,0,0,0
2178,Changwu County,Shaanxi,0,0.19,0.19,0,0
2179,Anse District,Shaanxi,98.64,71.07,169.71,0.19,2.84
2180,Baota District,Shaanxi,28.68,0.72,29.4,0.1,0.04
2181,Fu County,Shaanxi,253.26,0,253.26,0.1,0
2182,Ganquan County,Shaanxi,182.64,0.61,183.25,0.1,0.04
2183,Huangling County,Shaanxi,5.74,2.74,8.48,0.01,0.01
2184,Huanglong County,Shaanxi,141,0,141,0.1,0
2185,Luochuan County,Shaanxi,68.22,0,68.22,0.1,0
2186,Wuqi County,Shaanxi,862.93,46.78,909.71,0.58,8.32
2187,Yanchuan County,Shaanxi,0,1.24,1.24,0,0
2188,Yanchang County,Shaanxi,0,0,0,0,0
2189,Yichuan County,Shaanxi,29.56,0,29.56,0.1,0
2190,Zhidan County,Shaanxi,449.77,116.4,566.17,0.29,0.21
2191,Zichang City,Shaanxi,9.11,5.8,14.91,0.05,0.03
2192,Dingbian County,Shaanxi,2968.22,247.78,3216,0.79,2.69
2193,Fugu County,Shaanxi,9.58,0,9.58,0,0
2194,Hengshan District,Shaanxi,62.3,2.39,64.69,0.03,0.03
2195,Jia County,Shaanxi,90.09,0,90.09,0.03,0
2196,Jingbian County,Shaanxi,114.5,4.65,119.15,0.06,2.84
2197,Mizhi County,Shaanxi,46.61,0,46.61,0.03,0
2198,Qingjian County,Shaanxi,9.24,0,9.24,0.03,0
2199,Shenmu City,Shaanxi,106.85,0,106.85,0.03,0
2200,Suide County,Shaanxi,72.35,0,72.35,0.03,0
2201,Wubao County,Shaanxi,17.45,0,17.45,0.03,0
2202,Yuyang District,Shaanxi,110.72,0,110.72,0.03,0
2203,Zizhou County,Shaanxi,14.16,0,14.16,0.03,0
2204,Baoshan District,Shanghai,0,0,0,0,0
2205,Chongming District,Shanghai,0,0,0,0,0
2206,Fengxian District,Shanghai,0,0,0,0,0
2207,Hongkou District,Shanghai,0,0,0,0,0
2208,Huangpu District,Shanghai,0,0,0,0,0
2209,Jiading District,Shanghai,0,0,0,0,0
2210,Jinshan District,Shanghai,0,0,0,0,0
2211,Jingan District,Shanghai,0,0,0,0,0
2212,Minhang District,Shanghai,0,0,0,0,0
2213,Pudong New Area,Shanghai,0,0,0,0,0
2214,Putuo District,Shanghai,0,0,0,0,0
2215,Qingpu District,Shanghai,0,0,0,0,0
2216,Songjiang District,Shanghai,0,0,0,0,0
2217,Xuhui District,Shanghai,0,0,0,0,0
2218,Yangpu District,Shanghai,0,0,0,0,0
2219,Changning District,Shanghai,0,0,0,0,0
2220,Aba County,Sichuan,0,0,0,0,0
2221,Heishui County,Sichuan,0,0,0,0,0
2222,Hongyuan County,Sichuan,0,0,0,0,0
2223,Jinchuan County,Sichuan,0,0,0,0,0
2224,Jiuzhaigou County,Sichuan,0,0,0,0,0
2225,Li County,Sichuan,0,0,0,0,0
2226,Maerkang City,Sichuan,0,0,0,0,0
2227,Mao County,Sichuan,0,0,0,0,0
2228,Rangtang County,Sichuan,0,0,0,0,0
2229,Ruoergai County,Sichuan,0,0,0,0,0
2230,Songpan County,Sichuan,0,0,0,0,0
2231,Wenchuan County,Sichuan,39.74,0,39.74,0.01,0
2232,Xiaojin County,Sichuan,0,0,0,0,0
2233,Bazhou District,Sichuan,340.07,0,340.07,0.02,0
2234,Enyang District,Sichuan,299.6,0,299.6,0.01,0
2235,Nanjiang County,Sichuan,464.58,0,464.58,0.01,0
2236,Pingchang County,Sichuan,585.89,0,585.89,0.02,0
2237,Tongjiang County,Sichuan,713.87,0,713.87,0.01,0
2238,Chenghua District,Sichuan,28.79,0,28.79,0.01,0
2239,Chongzhou City,Sichuan,198.75,0,198.75,0.01,0
2240,Dayi County,Sichuan,220.56,0,220.56,0.01,0
2241,Dujiangyan City,Sichuan,158.97,0,158.97,0.01,0
2242,Jianyang City,Sichuan,433.04,0,433.04,0.01,0
2243,Jinniu District,Sichuan,23.48,0,23.48,0.01,0
2244,Jintang County,Sichuan,232.71,0,232.71,0.01,0
2245,Jinjiang District,Sichuan,5.78,0,5.78,0.01,0
2246,Longquanyi District,Sichuan,125.89,0,125.89,0.01,0
2247,Pengzhou City,Sichuan,223.09,0,223.09,0.01,0
2248,Pidu District,Sichuan,92.87,0,92.87,0.01,0
2249,Pujiang County,Sichuan,116.35,0,116.35,0.01,0
2250,Qingbaijiang District,Sichuan,71.25,0,71.25,0.01,0
2251,Qingyang District,Sichuan,17.68,0,17.68,0.01,0
2252,Qionglai City,Sichuan,268.37,0,268.37,0.01,0
2253,Shuangliu District,Sichuan,195.66,0,195.66,0.01,0
2254,Wenjiang District,Sichuan,55.89,0,55.89,0.01,0
2255,Wuhou District,Sichuan,34.72,0,34.72,0.01,0
2256,Xindu District,Sichuan,121.27,0,121.27,0.01,0
2257,Xinjin District,Sichuan,66.69,0,66.69,0.01,0
2258,Dachuan District,Sichuan,515.59,2.79,518.38,0.01,0.04
2259,Dazhu County,Sichuan,395.07,0,395.07,0.01,0
2260,Kaijiang County,Sichuan,228.54,0,228.54,0.01,0
2261,Qu County,Sichuan,405.35,0,405.35,0.01,0
2262,Tongchuan District,Sichuan,217.31,0,217.31,0.01,0
2263,Wanyuan City,Sichuan,468.04,0,468.04,0.01,0
2264,Xuanhan County,Sichuan,771.8,0,771.8,0.01,0
2265,Guanghan City,Sichuan,164.29,0,164.29,0.01,0
2266,Jingyang District,Sichuan,170.25,0,170.25,0.01,0
2267,Luojiang District,Sichuan,114.59,0,114.59,0.01,0
2268,Mianzhu City,Sichuan,158.73,0,158.73,0.01,0
2269,Shifang City,Sichuan,128.66,0,128.66,0.01,0
2270,Zhongjiang County,Sichuan,461.35,0,461.35,0.01,0
2271,Batang County,Sichuan,0,0,0,0,0
2272,Baiyu County,Sichuan,0,0,0,0,0
2273,Danba County,Sichuan,0,0,0,0,0
2274,Daofu County,Sichuan,0,0,0,0,0
2275,Daocheng County,Sichuan,0,0,0,0,0
2276,Derong County,Sichuan,0,0,0,0,0
2277,Dege County,Sichuan,0,0,0,0,0
2278,Ganzi County,Sichuan,0,0,0,0,0
2279,Jiulong County,Sichuan,0,0,0,0,0
2280,Kangding City,Sichuan,0,0,0,0,0
2281,Litang County,Sichuan,0,0,0,0,0
2282,Luhuo County,Sichuan,0,0,0,0,0
2283,Luding County,Sichuan,0,0,0,0,0
2284,Seda County,Sichuan,0,0,0,0,0
2285,Shiqu County,Sichuan,0,0,0,0,0
2286,Xiangcheng County,Sichuan,0,0,0,0,0
2287,Xinlong County,Sichuan,0,0,0,0,0
2288,Yajiang County,Sichuan,0,0,0,0,0
2289,Guang'an District,Sichuan,211.34,4.13,215.47,0.01,0.01
2290,Huaying City,Sichuan,71.49,0,71.49,0.01,0
2291,Linshui County,Sichuan,302.32,0,302.32,0.01,0
2292,Qianfeng District,Sichuan,102.49,0,102.49,0.01,0
2293,Wusheng County,Sichuan,178.4,0,178.4,0.01,0
2294,Yuechi County,Sichuan,310.11,2.18,312.29,0.01,0.01
2295,Cangxi County,Sichuan,622.79,0,622.79,0.01,0
2296,Chaotian District,Sichuan,60.2,0,60.2,0.01,0
2297,Jiange County,Sichuan,823.66,0,823.66,0.01,0
2298,Lizhou District,Sichuan,264.37,0,264.37,0.02,0
2299,Qingchuan County,Sichuan,70.55,0,70.55,0.01,0
2300,Wangcang County,Sichuan,284.12,0,284.12,0.02,0
2301,Zhaohua District,Sichuan,406.68,0,406.68,0.02,0.01
2302,Ebian Yi Autonomous County,Sichuan,0,0,0,0,0
2303,Emeishan City,Sichuan,82.63,0,82.63,0.02,0
2304,Jiajiang County,Sichuan,130.44,0,130.44,0.02,0
2305,Qianwei County,Sichuan,231.76,0,231.76,0.02,0
2306,Jinkouhe District,Sichuan,0,0,0,0,0
2307,Jingyan County,Sichuan,144.5,0,144.5,0.01,0
2308,Mabian Yi Autonomous County,Sichuan,144.35,0,144.35,0.02,0
2309,Muchuan County,Sichuan,226.81,0,226.81,0.02,0
2310,Shawan District,Sichuan,28.64,0,28.64,0.02,0
2311,Shi Zhong District,Sichuan,149.67,0,149.67,0.02,0
2312,Wutongqiao District,Sichuan,80.22,0,80.22,0.02,0
2313,Butuo County,Sichuan,0,0,0,0,0
2314,Dechang County,Sichuan,0,0,0,0,0
2315,Ganluo County,Sichuan,0,0,0,0,0
2316,Huidong County,Sichuan,0,0,0,0,0
2317,Huili City,Sichuan,0,0,0,0,0
2318,Jinyuan County,Sichuan,0,0,0,0,0
2319,Leibo County,Sichuan,42.17,0,42.17,0.02,0
2320,Meigu County,Sichuan,0,0,0,0,0
2321,Mianning County,Sichuan,0,0,0,0,0
2322,Muli Tibetan Autonomous County,Sichuan,0,0,0,0,0
2323,Nannan County,Sichuan,0,0,0,0,0
2324,Puge County,Sichuan,0,0,0,0,0
2325,Xichang City,Sichuan,0,0,0,0,0
2326,Xide County,Sichuan,0,0,0,0,0
2327,Yanyuan County,Sichuan,0,0,0,0,0
2328,Yuexi County,Sichuan,0,0,0,0,0
2329,Zhaojue County,Sichuan,0,0,0,0,0
2330,Gulin County,Sichuan,116.13,0,116.13,0.01,0
2331,Hejiang County,Sichuan,374.6,0,374.6,0.01,0
2332,Jiangyang District,Sichuan,97.54,0,97.54,0.01,0
2333,Longmatan District,Sichuan,53.44,0.01,53.45,0.01,2
2334,Lu County,Sichuan,224.57,0.49,225.06,0.01,0.07
2335,Naxi District,Sichuan,177.91,0,177.91,0.01,0
2336,Xuyong County,Sichuan,197.33,0,197.33,0.01,0
2337,Danling County,Sichuan,89.89,0,89.89,0.01,0
2338,Dongpo District,Sichuan,244.25,0,244.25,0.01,0
2339,Hongya County,Sichuan,242.49,0,242.49,0.02,0
2340,Pengshan District,Sichuan,86.01,0,86.01,0.01,0
2341,Qingcheng County,Sichuan,69.3,0,69.3,0.01,0
2342,Renshou County,Sichuan,486.42,0,486.42,0.01,0
2343,Anzhou District,Sichuan,150.19,0,150.19,0.01,0
2344,Beichuan Qiang Autonomous County,Sichuan,37.89,0,37.89,0.01,0
2345,Fucheng District,Sichuan,147.51,0,147.51,0.01,0
2346,Jiangyou City,Sichuan,388.45,0,388.45,0.01,0
2347,Pingwu County,Sichuan,0,0,0,0,0
2348,Santai County,Sichuan,583.16,0.02,583.18,0.01,2.76
2349,Yanting County,Sichuan,384.31,0.35,384.66,0.01,0.01
2350,Youxian District,Sichuan,240.71,0,240.71,0.01,0
2351,Zitong County,Sichuan,367.12,0,367.12,0.01,0
2352,Gaoping District,Sichuan,185.29,2.86,188.15,0.01,0.01
2353,Jialing District,Sichuan,249.39,0,249.39,0.01,0
2354,Langzhong City,Sichuan,474.08,1.22,475.3,0.01,0.01
2355,Nanbu County,Sichuan,516.57,2.56,519.13,0.01,0.04
2356,Peng'an County,Sichuan,306.11,0,306.11,0.01,0
2357,Shunqing District,Sichuan,121,0,121,0.01,0
2358,Xichong County,Sichuan,239.86,3.13,242.99,0.01,0.01
2359,Yilong County,Sichuan,456.31,0.53,456.84,0.01,0.01
2360,Yingshan County,Sichuan,394.9,0.23,395.13,0.01,0.44
2361,Dongxing District,Sichuan,169.19,0,169.19,0.01,0
2362,Longchang City,Sichuan,107.76,0,107.76,0.01,0
2363,Shi Zhong District ,Sichuan,62.74,0,62.74,0.01,0
2364,Weiyuan County,Sichuan,205.51,0,205.51,0.01,0
2365,Zi Zhong County,Sichuan,292.75,0,292.75,0.01,0
2366,Eastern District,Sichuan,0,0,0,0,0
2367,Miyi County,Sichuan,0,0,0,0,0
2368,Renhe District,Sichuan,0,0,0,0,0
2369,Western District,Sichuan,0,0,0,0,0
2370,Yanbian County,Sichuan,0,0,0,0,0
2371,Anju District,Sichuan,245.57,1.14,246.71,0.01,0.01
2372,Chuanshan District,Sichuan,117.51,0.85,118.36,0.01,0.03
2373,Daying County,Sichuan,132.41,13.89,146.3,0.01,0.04
2374,Pengxi County,Sichuan,275.72,0,275.72,0.01,0
2375,Shehong City,Sichuan,327.99,0,327.99,0.01,0
2376,Baoxing County,Sichuan,72.88,0,72.88,0.02,0
2377,Hanyuan County,Sichuan,0,0,0,0,0
2378,Lushan County,Sichuan,156.54,0,156.54,0.02,0
2379,Mingshan District,Sichuan,122.04,0,122.04,0.01,0
2380,Shimian County,Sichuan,0,0,0,0,0
2381,Tianquan County,Sichuan,144.81,0,144.81,0.02,0
2382,Yingjing County,Sichuan,70.34,0,70.34,0.02,0
2383,Yucheng District,Sichuan,161.05,0,161.05,0.02,0
2384,Cuiping District,Sichuan,253.62,1.14,254.76,0.01,0.01
2385,Gao County,Sichuan,176.31,0,176.31,0.02,0
2386,Gong County,Sichuan,115.91,0,115.91,0.02,0
2387,Jiang'an County,Sichuan,145.26,0,145.26,0.01,0
2388,Nanxi District,Sichuan,93.39,0,93.39,0.01,0
2389,Pingshan County,Sichuan,251.68,0,251.68,0.02,0
2390,Xingwen County,Sichuan,214.36,0,214.36,0.01,0
2391,Xuzhou District,Sichuan,413.61,0,413.61,0.02,0
2392,Junlian County,Sichuan,13.96,0,13.96,0.02,0
2393,Changning County,Sichuan,137.65,0,137.65,0.01,0
2394,Anyue County,Sichuan,455.79,0.21,456,0.01,0.01
2395,Lezhi County,Sichuan,243.67,0,243.67,0.01,0
2396,Yanjiang District,Sichuan,245.7,0,245.7,0.01,0
2397,Da'an District,Sichuan,63.92,0,63.92,0.01,0
2398,Fushun County,Sichuan,166.9,0,166.9,0.01,0
2399,Gongjing District,Sichuan,67.75,0,67.75,0.01,0
2400,Rong County,Sichuan,252.57,0,252.57,0.01,0
2401,Yantan District,Sichuan,70.89,0,70.89,0.01,0
2402,Ziliujing District,Sichuan,30.97,0,30.97,0.01,0
2403,Taiwan Province ,Taiwan,0,0,0,0,0
2404,Baodi District,Tianjin,1438.43,0,1438.43,122.77,0
2405,Beichen District,Tianjin,0,0,0,0,0
2406,Binhai New Area,Tianjin,2785.44,44.47,2829.91,119.97,52.1
2407,Dongli District,Tianjin,74.53,0,74.53,59.98,0
2408,Heping District,Tianjin,0,0,0,0,0
2409,Hebei District,Tianjin,0,0,0,0,0
2410,Hedong District,Tianjin,0,0,0,0,0
2411,Hexi District,Tianjin,0,0,0,0,0
2412,Hongqiao District,Tianjin,0,0,0,0,0
2413,Jizhou District,Tianjin,0,0,0,0,0
2414,Jinnan District,Tianjin,74.53,1.92,76.45,59.98,52.1
2415,Jinghai District,Tianjin,93.16,0,93.16,44.99,0
2416,Nankai District,Tianjin,0,0,0,0,0
2417,Ninghe District,Tianjin,0,0,0,0,0
2418,Wuqing District,Tianjin,5832.86,1.66,5834.52,122.77,53.32
2419,Xiqing District,Tianjin,0,0,0,0,0
2420,Cuoqin County,Tibet Autonomous Region,0,0,0,0,0
2421,Gar County,Tibet Autonomous Region,0,0,0,0,0
2422,Gazhe County,Tibet Autonomous Region,0,0,0,0,0
2423,Geji County,Tibet Autonomous Region,0,0,0,0,0
2424,Pulan County,Tibet Autonomous Region,0,0,0,0,0
2425,Rutog County,Tibet Autonomous Region,0,0,0,0,0
2426,Zhada County,Tibet Autonomous Region,0,0,0,0,0
2427,Baxo County,Tibet Autonomous Region,0,0,0,0,0
2428,Bianba County,Tibet Autonomous Region,0,0,0,0,0
2429,Chaya County,Tibet Autonomous Region,0,0,0,0,0
2430,Dingqing County,Tibet Autonomous Region,0,0,0,0,0
2431,Gongjue County,Tibet Autonomous Region,0,0,0,0,0
2432,Jiangda County,Tibet Autonomous Region,0,0,0,0,0
2433,Karuo District,Tibet Autonomous Region,0,0,0,0,0
2434,Leiwuqi County,Tibet Autonomous Region,0,0,0,0,0
2435,Luolong County,Tibet Autonomous Region,0,0,0,0,0
2436,Markang County,Tibet Autonomous Region,0,0,0,0,0
2437,Zuogong County,Tibet Autonomous Region,0,0,0,0,0
2438,Chengguan District,Tibet Autonomous Region,0,0,0,0,0
